iter	Passed	Remaining
1663	149349	30157
1664	149487	30077
1665	149582	29988
1666	149694	29902
1667	149757	29807
1668	149819	29712
1669	149924	29625
1670	150028	29538
1671	150113	29448
1672	150197	29357
1673	150251	29260
1674	150319	29166
1675	150387	29072
1676	150459	28979
1677	150518	28883
1678	150583	28789
1679	150638	28693
1680	150696	28597
1681	150761	28503
1682	150871	28417
1683	150992	28333
1684	151089	28245
1685	151138	28147
1686	151213	28055
1687	151322	27969
1688	151445	27886
1689	151591	27806
1690	151660	27713
1691	151769	27627
1692	151835	27533
1693	151896	27438
151162	23692
1729	151294	23612
1730	151363	23522
1731	151462	23436
1732	151625	23360
1733	151707	23272
1734	151778	23182
1735	151849	23092
1736	151882	22996
9
1709	145779	24722
1710	145868	24638
1711	145952	24552
1712	146054	24470
1713	146171	24390
1714	146260	24305
1715	146360	24222
1716	146438	24136
1717	146529	24051
1718	146614	23966
1719	146669	23876
1720	146797	23798
1721	146867	23710
1722	146945	23623
1723	147028	23538
1724	147170	23461
1725	147262	23377
1726	147348	23292
1727	147468	23212
1728	147583	23131
1729	147648	23043
1730	147745	22959
1731	147862	22879
1732	148033	22807
1733	148207	22735
1734	148280	22648
1735	148406	22568
1736	148506	22485
1737	148645	22408
1738	148756	22326
1739	148894	22248
1740	148974	22162
1741	149051	22075
1742	149220	22002
1743	149347	21922
1744	149492	21845
1745	149605	21763
1746	149701	21679
1747	149814	21597
1748	149878	21509
1749	149945	21420
1750	150008	21331
1751	150081	21244
1752	150151	21156
1753	150199	21065
1754	150254	20975
1755	150329	20888
1756	150382	20798
1757	150448	20710
1758	150513	20621
1759	150574	20532
1760	150632	20443
1761	150681	20353
1762	150783	20269
1763	150877	20185
1764	150926	20094
1765	150983	20005
1766	151075	19921
1767	151172	19837
1768	151294	19756
1769	151442	19679
1770	151504	19590
1771	151595	19505
1772	151672	19418
1773	151752	19332
