iter	Passed	Remaining
129	12323	129866
130	12400	129594
131	12501	129561
132	12604	129548
133	12683	129295
134	12763	129048
135	12893	129314
136	12964	128978
137	13056	128858
138	13152	128777
139	13296	129162
140	13349	128670
141	13420	128342
142	13504	128151
143	13575	127839
144	13684	127877
145	13752	127536
146	13945	128353
147	14011	127992
148	14091	127767
149	14170	127533
150	14282	127594
151	14374	127478
152	14449	127214
153	14549	127162
154	14659	127205
155	14791	127432
156	14877	127266
157	14942	126914
158	15094	127310
159	15196	127274
160	15276	127048
161	15381	127041
162	15485	127022
163	15545	126641
164	15619	126372
165	15727	126389
166	15833	126380
167	15937	126361
168	16027	126230
169	16143	126298
170	16284	126559
171	16370	126391
172	16429	126019
173	16543	126075
174	16632	125932
175	16751	126017
176	16858	126013
177	16923	125692
178	16991	125396
179	17090	125332
180	17167	125102
181	17257	124974
182	17356	124909
183	17451	124817
184	17511	124472
185	17591	124277
186	17689	124202
187	17763	123968
188	17845	123786
189	17933	123643
190	18029	123563
191	18117	123427
192	18165	123019
193	18253	122880
194	18327	122195	195	18437	122196	196196	19518	197	197	18613	122198	198	18780	122199	199	18886	122200	200	19010	122858
201	19099	122202	202	19215	122203	203	19304	122204	204	19409	122205	205	19566	122910
206	19699	123048
207	19784	122889
208	19893	122885
209	20008	122906
210	20083	122689
211	20192	122681
212	20303	122678
213	20370	122412
214	20478	122392
215	20530	122042
216	20578	121666
217	20724	121876
218	20811	121735
219	20875	121456
220	20940	121192
221	21014	120977
222	21147	121097
223	21248	121042
224	21340	120931
225	21447	120905
226	21541	120803
227	21628	120661
228	21725	120579
229	21866	120739
230	21980	120752
231	22064	120594
232	22147	120432
233	22225	120245
234	22305	120068
235	22396	119953
236	22496	119887
237	22581	119738
238	22693	119733
239	22798	119692
240	22902	119646
241	22982	119469
242	23112	119559
243	23172	119281
244	23257	119137
245	23329	118925
246	23409	118751
247	23518	118731
248	23661	118879
249	23749	118747
250	23868	118773
251	23983	118774
252	24049	118534
253	24141	118425
254	24211	118210
255	24279	117981
256	24353	117788
257	24469	117793
258	24532	117549
259	24592	117287
260260	25682	1219261261	25817	1219262262	25929	1219263263	26002	1217264264	26055	1214265265	26142	1212266266	26266	1212267267	26388	121308
268	26453	1210269269	26528	1208270270	26593	1206271271	26715	120610
272	26800	1204273273	26898	1203274274	27004	1202275275	27059	1200276	26148	115448
277277	27232	1197278	26333	115242
279279	27421	1194280280	27519	1193281281	27600	1192282282	27670	1189283283	27784	1189284284	27874	1188285285	27990	1188286286	28056	1185287	27147	114244
288	27277	114301
289	27354	114135
290	27425	113943
291	27514	113826
292292	28629	1179293293	28740	1178294294	28835	1177295295	28928	1176296296	29044	1176297297	29122	1174298298	29242	1174299299	29413	1176300300	29513	117564
301	29580	1173302302	29650	1171303303	29747	1170304304	29860	1169305305	29932	1167306306	29999	307	307307	30081	308	295308	30158	309	296309	30267	310	297310	30381	116154
311	30457	312	299312	30555	313	299313	30646	314	301314	30743	315	302315	30826	316	303316	30949	317	303317	31044	318	304318	31150	115323
319	31245	115217
320	31340	115109
321	31442	115029
322	31547	114958
323	31695	115044
324	31808	114999
325	31864	114752
326	31952	114620
327	32044	114499
328	32148	114425
329	32241	114311
330	32339	114214
331	32483	114279
332	32553	114084
333	32623	113890
334	32699	113716
335	32802	113638
336	32879	113469
337	32959	1133338338	33072	113265
339	33161	1131340340	33248	1130341341	33345	1129342342	33429	1127343343	33541	112715
344	33634	112601
345	33745	112550
346	33835	112426
347	33945	112372
348	34049	112295
349	34208	112400
350	34287	112239
351	34367	112083
352	34460	111972
353	34566	111902
354	34660	111793
355	34773	111742
356	34916	111790
357	35012	111686
358	35123	111630
359	35221	111535
360	35309	111405
361	35408	111310
362	35508	111221
363	35580	111042
364	35693	110991
365	35800	110923
366	35914	110876
367	36013	110779
368	36093	110627
369	36173	110476
370	36277	110396
371	36343	110202
372	36472	110199
373	36604	110205
374	36709	110129
375	36812	110046
376	36903	109928
377	37035	109931
378	37127	109815
379	37210	109672
380	37302	109557
381	37405	109474
382	37475	109295
383	37571	109193
384	37713	109221
385	37807	109111
386	37922	109064
387	37991	108881
388	38072	108736
389	38149	108578
390	38263	108528
391	38349	108395
392	38437	108271
393	38547	108207
394	38647	108116
395	38753	108040
396	38840	107911
397	38986	107946
398	39081	107841
399	39162	107698
400	39237	107537
401	39351	107483
402	39449	107386
403	39530	107240
404	39657	107221
405	39730	107056
406	39849	107017
407	39936	106887
408	40007	106720
409	40108	106630
410	40267	106694
411	40369	106606
412	40441	106440
413	40559	106394
414	40664	106314
415	40801	106318
416	40886	106186
417	40951	106003
418	41050	105907
419	41157	105834
420	41241	105699
421	41341	105606
422	41450	105537
423	41562	105474
424	41647	105342
425	41711	105160
426	41791	105017
427	41895	104934
428	41989	104828
429	42097	104754
430	42199	104667
431	42286	104541
432	42375	104422
433	42462	104298
434	42531	104128
435	42611	103986
436	42698	103862
437	42800	103776
438	42897	103678
439	42955	103482
440	43041	103358
441	43130	103240
442	43248	103190
443	43341	103082
444	43407	102910
445	43496	102791
446	43593	102693
447	43694	102603
448	43766	102446
449	43876	102377
450	43941	102204
451	44007	102035
452	44149	102040
453	44274	102007
454	44340	101836
455	44431	101725
456	44496	101552
457	44566	101393
458	44641	101245
459	44746	101165
460	44853	101089
461	44951	100995
462	45063	100930
463	45170	100855
464	45253	100724
465	45349	100624
466	45430	100491
467	45497	100328
468	45613	100272
469	45727	100211
470	45881	100237
471	45953	100085
472	46037	99958
473	46147	99889
474	46213	99723
475	46267	99532
476	46376	99462
477	46440	99294
478	46508	99133
479	46619	99067
480	46680	98893
481	46764	98767
482	46816	98576
483	46894	98439
484	47043	984487485	47122	983488486	47205	981489487	47294	98078
488	47405	98009
489	47516	97942
490	47607	97832
491	47723	97775
492	47805	97647
493	47873	97492
494	47987	97430
495	48063	97289
496	48171	97215
497	48282	97146
498	48368	97027
499	48425	96851
500	48526	96762
501	48635	96688
502	48737	96603
503	48852	96541
504	48938	96422
505	49057	96368
506	49149	96262
507	49269	96210
508	49381	96144
509	49452	95995
510	49525	95852
511	49611	95734
512	49775	95766
513	49863	95651
514	49944	95525
515	50035	95416
516	50189	95428
517	50273	95306
518	50370	95209
519	50466	95109
520	50533	94956
521	50617	94834
522	50681	94675
523	50787	94595
524	50869	94472
525	50949	94342
526	51066	94284
527	51139	94142
528	51213	94004
529	51296	93882
530	51384	93768
531	51478	93667
532	51546	93518
533	51619	93379
534	51686	932537535	51790	931538536	51897	930539537	51988	92960
538	52067	92832
539	52131	92678
540	52203	92538
541	52283	92412
542	52380	92317
543	52560	92367
544	52645	92251
545	52742	92154
546	52849	92076
547	52955	91995
548	53044	91885
549	53160	91822
550	53277	91761
551	53390	91692
552	53506	91629
553	53652	91616
554	53804	91612
555	53887	91492
556	53974	91378
557	54055	91255
558	54146	91148
559	54247	91057
560	54329	90937
561	54460	90896
562	54527	90750
563	54623	90651
564	54795	90679
565	54876	90556
566	54970	90454
567	55071	90363
568	55159	90252
569	55316	90253
570	55424	90174
571	55492	90029
572	55597	89945
573	55686	89835
574	55764	89708
575	55836	89570
576	55941	89486
577	56081	89459
578	56182	89367
579	56250	89224
580	56339	89115
581	56437	89019
582	56498	88865
583	56591	88763
584	56669	88636
585	56736	88492
586	56821	88378
587	56892	88240
588	56997	88158
589	57060	88009
590	57147	87896
591	57215	87756
592	57337	87698
593	57438	87608
594	57518	87486
595	57630	87412
596	57703	87280
597	57817	87209
598	57908	87104
599	58082	87123
600	58168	87011
601	58265	86914
602	58370	86829
603	58478	86749
604	58552	86618
605	58651	86525
606	58778	86472
607	58875	86375
608	58948	86245
609	59070	86184
610	59174	86098
611	59230	85941
612	59321	85837
613	59388	85697
614	59494	85613
615	59570	85487
616	59651	85367
617	59752	85277
618	59821	85142
619	59873	84982
620	59967	84881
621	60068	84790
622	60155	84681
623	60258	84593
624	60336	84471
625	60432	84374
626	60511	84252
627	60604	84151
628	60734	84101
629	60800	83962
630	60916	83892
631	61026	83814
632	61115	83707
633	61206	83603
634	61275	83469
635	61368	83368
636	61458	83262
637	61510	831640638	61605	830641639	61671	828642640	61771	827643	60897	80944
644	61008	80871
645	61103	80777
646	61210	80699
647	61285	80579
648	61350	80445
649	61449	80357
650	61544	80262
651	61661	80197
652	61740	80083
653	61855	80015
654	61940	79907
655	62022	79797
656	62130	79719
657	62207	79602
658	62326	79540
659	62423	79448
660	62518	79353
661	62607	79252
662	62775	79250
663	62902	79196
664	63040	79155
665	63091	79005
666	63209	78940
667	63301	78842
668	63372	78718
669	63471	78629
670	63555	78520
671	63681	78464
672	63805	78405
673	63876	78281
674	63946	78156
675	64064	78090
676	64187	78029
677	64269	77920
678	64313	77762
679	64405	77665
680	64462	77525
681	64539	77409
682	64632	77313
683	64714	77202
684	64812	77112
685	64919	77032
686	64993	76913
687	65099	76832
688	65179	76720
689	65235	76581
690	65311	76464
691	65369	76327
692	65451	76218
693	65571	76154
694	65663	76056
695	65738	75939
696	65811	75820
697	65931	75755
698	66058	75698
699	66134	75582
700	66214	75471
701	66298	75364
702	66398	75276
703	66465	75151
704	66587	75087
705	66655	74964
706	66741	74859
707	66805	74731
708706	67871	761709	66971	74517
710	67077	74436
711	67146	74314
712710	68214	756713711	68314	756714712	68392	754715713	68483	753716	67589	73810
717	67671	73703
718	67750	73592
719	67888	73546
720	67971	73439
721	68025	73301
722	68146	73236
723	68257	73159
724	68419	73138
725	68510	73040
726	68605	72946
727	68686	72837
728	68777	72740
729	68871	72645
730	69002	72589
731	69088	72486
732	69161	72369
733	69226	72244
734	69325	72154
735	69394	72034
736	69466	71917
737	69578	71841
738	69668	71742
739	69745	71630
740	69850	71547
741	69949	71457
742	70047	71367
743	70159	71291
744	70247	71190
745	70329	71083
746	70414	70980
747	70566	70943
748	70737	70926
749	70815	70815
750	70898	70709
751	71013	70635
752	71170	70603
753	71280	70523
754	71349	70404
755	71411	70277
756	71486	70164
757	71602	70091
758	71735	70034
759	71846	69955
760	71940	69860
761	71999	69731
762	72070	69614
763	72158	69513
764	72246	69413
765	72325	69304
766	72442	69231
767	72524	69125
768	72606	69018
769	72704	68927
770	72760	68797
771	72857	68705
772	72992	68649
773	73087	68554
774	73170	68449
775	73248	68340
776	73332	68235
777	73410	68126
778	73496	68024
779	73567	67908
780	73662	67814
781	73747	67711
782	73840	67616
783	73915	67504
784	74007	67407
785	74112	67323
786	74228	67248
787	74298	67132
788	74389	67035
789787	75429	681790	74569	66838
791	74665	66746
792	74775	66666
793	74883	66584
794	74958	66472
795	75054	66380
796	75154	66290
797	75233	66183
798	75315	66078
799	75384	65961
800	75481	65869
801	75588	65786
802	75673	65684
803	75755	65579
804	75889	65519
805	75971	65415
806804	77023	664807805	77145	664808806	77244	663809807	77389	66279
808	77482	66181
809	77544	66056
810	77619	65943
811	77815	65932
812	77933	65855
813	78026	65756
814	78115	65655
815	78187	65539
816	78304	65461
817	78375	65345
818	78515	65285
819	78634	65209
820	78699	65087
821	78807	65001
822	78937	64934
823	79058	64858
824	79120	64734
825	79202	64627
826	79304	64536
827	79371	64417
828	79487	64337
829	79589	64246
830	79654	64126
831	79719	64005
832	79812	63907
833	79921	63822
834	80028	63735
835	80122	63637
836	80193	63522
837	80275	63415
838	80369	63318
839	80437	63200
840	80584	63145
841	80647	63023
842	80743	62928
843	80835	62829
844	80935	62737
845	81042	62649
846	81160	62570
847	81273	62488
848	81385	62404
849	81473	62303
850	81599	62230
851	81699	62137
852	81800	62045
853	81903	61955
854	81965	61833
855	82101	61767
856	82210	61682
857	82290	61574
858	82374	61469
859	82434	61346
860	82493	61223
861	82591	61129
862	82662	61015
863	82772	60929
864	82891	60850
865	82952	60729
866	83038	60626
867	83125	60524
868	83249	60449
869	83332	60344
870	83484	60289
871	83585	60197
872	83703	60117
873	83765	59996
874	83855	59897
875	83938	59792
876	84038	59698
877	84129	59599
878	84241	59515
879	84363	59437
880	84457	59340
881	84564	59253
882	84673	59165
883	84771	59071
884	84962	59041
885	85055	58943
886	85213	58890
887	85306	58792
888	85423	58710
889	85517	58613
890	85629	58528
891	85727	58433
892	85847	58353
893	85951	58262
894	86079	58187
895	86160	58081
896	86261	57988
897	86401	57921
898	86485	57817
899	86572	57714
900	86634	57596
901	86721	57494
902	86794	57382
903	86897	57290
904	86996	57196
905	87087	57097
906	87171	56993
907	87244	56882
908	87326	56776
909	87445	56695
910	87521	56586
911	87609	56484
912	87711	56392
913	87820	56304
914	87857	56170
915	87946	56071
916	88022	55962
917	88135	55876
918	88236	55783
919	88310	55674
920	88401	55574
921	88505	55483
922	88593	55382
923	88691	55288
924	88789	55193
925	88865	55085
926	88947	54980
927	89034	54879
928	89170	54807
929	89251	54702
930	89342	54603
931	89442	54509
932	89565	54430
933	89682	54347
934	89770	54246
935	89886	54162
936	89948	54045
937	90045	53950
938	90103	53831
939	90216	53746
940	90270	53625
941	90347	53518
942	90465	53434
943	90524	53317
944	90690	53262
945	90819	53186
946	90906	53084
947	90998	52986
948	91078	52881
949	91177	52786
950	91274	52691
951	91377	52599
952	91472	52503
953	91550	52396
954	91626	52289
955	91728	52197
956	91811	52093
957	91954	52024
958	92057	51932
959	92142	51829
960	92252	51741
961	92351	51647
962	92413	51532
963	92506	51435
964	92600	51338
965	92664	51224
966	92750	51123
967	92827	51016
968	92919	50918
969	92983	50805
970	93092	50716
971	93153	50601
972	93259	50511
973	93356	50416
974	93444	50316
975	93544	50222
976	93645	50129
977	93752	50039
978	93826	49932
979	93874	49810
980	93969	49714
981	94072	49622
982	94155	49520
983	94265	49432
984	94343	49326
985	94433	49227
986	94537	49136
987	94586	49016
988	94685	48922
989	94867	48871
990	94996	48792
991	95081	48690
992	95208	48610
993	95318	48522
994	95411	48424
995	95503	48326
996	95603	48233
997	95674	48124
998	95773	48030
999	95877	47938
1000	95955	47833
1001	96052	47738
1002	96157	47647
1003	96269	47559
1004	96351	47456
1005	96412	47343
1006	96514	47250
1007	96606	47153
1008	96712	47062
1009	96818	46971
1010	96907	46872
1011	96993	46771
1012	97047	46655
1013	97119	46548
1014	97184	46437
1015	97228	46317
1016	97321	46220
1017	97427	46129
1018	97529	46036
1019	97690	45972
1020	97796	45881
1021	97879	45779
1022	97963	45678
1023	98076	45590
1024	98142	45480
1025	98236	45383
1026	98308	45277
1027	98408	45183
1028	98524	45097
1029	98630	45006
1030	98753	44922
1031	98862	44833
1032	98961	44738
1033	99075	44651
1034	99167	44553
1035	99269	44460
1036	99402	44381
1037	99532	44300
1038	99636	44208
1039	99733	44112
1040	99874	44037
1041	99951	43932
1042	100050	43838
1043	100157	43747
1044	100244	43646
1045	100315	43540
1046	100490	43478
1047	100608	43392
1048	100737	43310
1049	100835	43215
1050	100916	43112
1051	101019	43019
1052	101073	42905
1053	101152	42802
1054	101283	42721
1055	101378	42624
1056	101478	42530
1057	101603	42446
1058	101705	42353
1059	101794	42254
1060	101885	42156
1061	101962	42052
1062	102020	41940
1063	102113	41843
1064	102213	41749
1065	102344	41667
1066	102502	41596
1067	102628	41512
1068	102765	41433
1069	102903	41353
1070	102996	41256
1071	103151	41183
1072	103282	41101
1073	103403	41014
1074	103547	40937
1075	103643	40841
1076	103706	40731
1077	103799	40634
1078	103880	40531
1079	103967	40431
1080	104089	40345
1081	104257	40276
1082	104321	40168
1083	104413	40070
1084	104527	39980
1085	104640	39890
1086	104733	39792
1087	104796	39683
1088	104961	39613
1089	105016	39501
1090	105078	39392
1091	105120	39275
1092	105175	39164
1093	105229	39052
1094	105281	38939
1095	105347	38832
1096	105394	38718
1097	105445	38605
1098	105500	38494
1099	105558	38384
1100	105609	38272
1101	105671	38164
1102	105718	38051
1103	105772	37940
1104	105829	37830
1105	105925	37734
1106	106050	37649
1107	106149	37554
1108	106243	37458
1109	106342	37363
1110	106420	37261
1111	106549	37177
1112	106668	37089
1113	106776	36997
1114	106876	36903
1115	106970	36806
1116	107038	36701
1117	107102	36595
1118	107204	36501
1119	107399	36438
1120	107498	36344
1121	107599	36250
1122	107718	36162
1123	107806	36063
1124	107915	35971
1125	108043	35886
1126	108215	35815
1127	108279	35709
1128	108333	35599
1129	108441	35507
1130	108585	35427
1131	108689	35333
1132	108830	35252
1133	108938	35159
1134	109040	35065
1135	109153	34975
1136	109227	34872
1137	109338	34780
1138	109443	34687
1139	109514	34583
1140	109575	34476
1141	109680	34383
1142	109742	34276
1143	109822	34175
1144	109917	34079
1145	109987	33975
1146	110073	33876
1147	110204	33790
1148	110302	33695
1149	110380	33594
1150	110487	33501
1151	110572	33402
1152	110685	33311
1153	110775	33213
1154	110874	33118
1155	111006	33033
1156	111162	32954
1157	111262	32859
1158	111357	32763
1159	111431	32660
1160	111521	32563
1161	111751	32505
1162	111830	32404
1163	111901	32301
1164	112000	32206
1165	112108	32113
1166	112193	32014
1167	112290	31918
1168	112359	31814
1169	112466	31721
1170	112571	31627
1171	112649	31526
1172	112718	31422
1173	112822	31328
1174	112898	31227
1175	113005	31134
1176	113121	31043
1177	113191	30940
1178	113280	30842
1179	113380	30747
1180	113478	30651
1181	113548	30548
1182	113644	30452
1183	113735	30355
1184	113857	30265
1185	113937	30165
1186	114027	30067
1187	114116	29970
1188	114193	29868
1189	114271	29768
1190	114344	29666
1191	114468	29577
1192	114571	29483
1193	114667	29387
1194	114748	29287
1195	114864	29196
1196	114931	29092
1197	115032	28998
1198	115146	28906
1199	115210	28802
1200	115313	28708
1201	115412	28613
1202	115485	28511
1203	115623	28425
1204	115750	28337
1205	115877	28248
1206	115965	28150
1207	116089	28061
1208	116185	27965
1209	116261	27864
1210	116325	27760
1211	116508	27685
1212	116671	27604
1213	116737	27501
1214	116847	27408
1215	116909	27304
1216	117053	27219
1217	117151	27123
1218	117224	27022
1219	117331	26928
1220	117459	26839
1221	117580	26749
1222	117679	26653
1223	117761	26554
1224	117857	26457
1225	117920	26354
1226	118043	26263
1227	118152	26170
1228	118243	26073
1229	118340	25977
1230	118447	25883
1231	118597	25798
1232	118716	25707
1233	118770	25602
1234	118855	25503
1235	118970	25411
1236	119092	25320
1237	119176	25221
1238	119249	25120
1239	119316	25017
1240	119415	24922
1241	119502	24824
1242	119582	24724
1243	119656	24623
1244	119702	24517
1245	119827	24427
1246	119979	24342
1247	120110	24253
1248	120197	24154
1249	120285	24057
1250	120363	23957
1251	120461	23861
1252	120553	23764
1253	120638	23665
1254	120760	23574
1255	120978	23502
1256	121156	23421
1257	121428	23359
1258	121558	23268
1259	121665	23174
1260	121740	23073
1261	121806	22971
1262	121886	22871
1263	121965	22772
1264	122050	22673
1265	122114	22570
1266	122201	22472
1267	122303	22377
1268	122374	22276
1269	122510	22186
1270	122609	22090
1271	122743	22001
1272	122840	21904
1273	122936	21808
1274	123005	21706
1275	123068	21604
1276	123214	21516
1277	123330	21423
1278	123410	21324
1279	123472	21221
1280	123608	21132
1281	123668	21029
1282	123744	20929
1283	123951	20851
1284	124070	20758
1285	124141	20658
1286	124222	20559
1287	124327	20463
1288	124432	20368
1289	124485	20265
1290	124585	20169
1291	124676	20071
1292	124758	19972
1293	124825	19871
1294	124926	19776
1295	125079	19688
1296	125157	19588
1297	125243	19490
1298	125335	19393
1299	125432	19297
1300	125536	19201
1301	125600	19100
1302	125687	19002
1303	125816	18911
1304	125885	18810
1305	126001	18716
1306	126111	18622
1307	126187	18522
1308	126327	18432
1309	126481	18344
1310	126668	18261
1311	126764	18164
1312	126859	18067
1313	126951	17970
1314	127014	17868
1315	127116	17773
1316	127266	17683
1317	127439	17597
1318	127557	17504
1319	127683	17411
1320	127873	17327
1321	127976	17231
1322	128041	17130
1323	128102	17028
1324	128204	16932
1325	128289	16834
1326	128458	16747
1327	128646	16662
1328	128781	16570
1329	128935	16480
1330	129177	16401
1331	129371	16317
1332	129479	16221
1333	129592	16126
1334	129683	16028
1335	129810	15934
1336	129897	15836
1337	130007	15740
1338	130069	15639
1339	130119	15536
11344	1344	127987	11345	1345	128151	14662
1346	128419	14586
1347	128567	14497
1348	128677	14403
1349	128776	14308
1350	128911	14217
1351	129044	14126
1352	129152	14032
129339	13946
1354	129416	13848
1355	129529	13755
125926	63436
1330	126036	63349
1331	126108	63243
1332	126183	63139
1333	126282	63046
1334	126389	62958
1335	126440	62841
1336	126543	62751
1337	126649	62662
1338	126771	62580
1339	126899	62502
1340	127004	62413
1341	127068	62303
1342	127178	62216
1343	127288	62128
1344	127401	62043
1345	127505	61953
1346	127590	61853
1347	127724	61777
1348	127814	61680
1349	127891	61577
1350	127988	61483
1351	128118	61406
1352	128223	61315
1353	128306	61215
1354	128404	61122
1355	128534	61044
1356	128617	60944
1357	128713	60849
1358	128886	60792
1359	129029	60719
1360	129232	60675
1361	129433	60630
1362	129776	60651
1363	129888	60564
1364	130012	60482
1365	130135	60399
1366	130237	60307
1367	130352	60221
1368	130469	60136
1369	130549	60033
70	129802	59552
1371	129859	59439
1372	129918	59329
1373	130010	59233
1374	130099	59136
1375	130202	59045
1376	130350	58974
1377	130510	58909
1378	130704	58859
1379	130874	58798
1380	130995	58715
1381	131185	58663
1382	131324	58588
1383	131446	58505
1384	131563	58419
1385	131658	58324
1386	131745	58226
1387	131825	58124
1388	131967	58050
1389	132029	57940
84
1409	122601	51301
1410	122680	51210
1411	122796	51136
1412	122846	51033
1413	122977	50965
1414	123099	50892
1415	123198	50810
1416	123303	50731
1417	123352	50628
1418	123460	50549
1419	123570	50472
1420	123670	50390
1421	123737	50295
1422	123835	50213
1423	123950	50137
1424	124077	50066
1425	124199	49993
1426	124365	49937
1427	124463	49855
1428	124586	49782
1429	124720	49713
1430	124849	49643
1431	125027	49591
1432	125199	49538
1433	125308	49459
1434	125451	49393
1435	125564	49316
1436	125653	49229
1437	125844	49182
1438	125992	49118
1439	126066	49025
1440	126174	48946
1441	126253	48855
1442	126332	48764
1443	126394	48667
1444	126487	48581
1445	126572	48493
1446	126741	48436
1447	126862	48362
1448	126994	48291
1449	127123	48219
1450	127206	48129
1451	127347	48062
1452	127456	47982
1453	127540	47893
1454	127645	47812
1455	127783	47743
1456	127873	47656
1457	128017	47589
1458	128097	47498
1459	128194	47414
1460	128282	47326
1461	128421	47257
1462	128513	47171
1463	128608	47086
1464	128689	46995
1465	128780	46909
1466	128850	46814
1467	128977	46741
1468	129113	46670
1469	129214	46587
1470	129349	46516
1471	129459	46436
1472	129548	46348
1473	129638	46261
1474	129759	46185
1475	129865	46104
1476	129971	46022
1477	130070	45938
1478	130171	45854
1479	130259	45767
1480	130347	45678
1481	130481	45606
1482	130570	45519
1483	130652	45429
1484	130709	45330
1485	130802	45243
1486	130881	45152
1487	131009	45078
1488	131088	44987
1489	131206	44909
1490	131312	44827
1491	131452	44757
1492	131529	44665
1493	131605	44573
1494	131714	44492
1495	131839	44416
1496	131977	44345
1497	132083	44263
1498	132204	44185
1499	132335	44111
1500	132444	44030
1501	132545	43946
1502	132649	43863
1503	132772	43786
1504	132830	43688
1505	132955	43612
1506	133085	43537
1507	133179	43451
1508	133364	43394
1509	133487	43317
1510	133573	43227
1511	133658	43138
1512	133781	43061
1513	133865	42971
1514	133980	42891
1515	134046	42795
1516	134148	42711
1517	134272	42634
1518	134403	42559
1519	134507	42476
1520	134647	42403
1521	134782	42329
1522	134861	42238
1523	134961	42153
1524	135038	42061
1525	135116	41969
1526	135227	41887
1527	135357	41812
1528	135424	41716
1529	135487	41620
1530	135594	41537
1531	135749	41469
1532	135825	41376
1533	135902	41284
1534	136019	41204
1535	136124	41121
1536	136222	41035
1537	136356	40960
1538	136471	40879
1539	136570	40793
1540	136720	40723
1541	136819	40637
1542	136886	40542
1543	136967	40451
1544	137085	40371
1545	137253	40306
1546	137369	40225
1547	137486	40144
1548	137582	40057
1549	137682	39972
1550	137782	39886
1551	137863	39795
1552	137944	39704
1553	138073	39627
1554	138141	39532
1555	138213	39438
1556	138305	39350
1557	138412	39267
1558	138511	39181
1559	138644	39104
1560	138732	39015
1561	138813	38924
1562	138898	38834
1563	138973	38742
1564	139070	38655
1565	139179	38572
1566	139258	38480
1567	139335	38388
1568	139433	38302
1569	139504	38208
1570	139591	38118
1571	139692	38033
1572	139782	37944
1573	139876	37857
1574	139966	37768
1575	140058	37680
1576	140161	37595
1577	140258	37508
1578	140349	37420
1579	140454	37336
1580	140545	37247
1581	140616	37154
1582	140745	37075
1583	140899	37003
1584	141009	36920
1585	141078	36826
1586	141167	36737
1587	141262	36649
1588	141323	36553
1589	141467	36478
1590	141569	36393
1591	141642	36300
1592	141714	36206
1593	141818	36121
1594	141930	36038
1595	142002	35945
1596	142095	35857
1597	142179	35767
1598	142286	35682
1599	142516	35629
1600	142620	35543
1601	142718	35456
1602	142841	35376
1603	142950	35292
1604	143049	35205
1605	143164	35122
1606	143288	35041
1607	143377	34952
1608	143478	34866
1609	143541	34770
1610	143626	34680
1611	143716	34591
1612	143803	34502
1613	143907	34416
1614	143966	34320
1615	144038	34226
1616	144115	34134
1617	144272	34061
1618	144374	33975
1619	144464	33886
1620	144509	33787
1621	144666	33713
1622	144818	33639
1623	144907	33550
1624	144995	33460
1625	145081	33370
1626	145191	33285
1627	145275	33195
1628	145386	33111
1629	145529	33034
1630	145720	32968
1631	145845	32886
1632	145955	32801
1633	146057	32715
1634	146177	32632
1635	146262	32542
1636	146342	32451
1637	146487	32373
1638	146589	32287
1639	146704	32203
1640	146780	32111
1641	146874	32022
1642	146978	31936
1643	147073	31847
1644	147162	31758
1645	147285	31676
1646	147377	31587
1647	147456	31495
1648	147572	31411
1649	147643	31318
1650	147743	31230
1651	147859	31147
1652	148050	31078
1653	148204	31002
1654	148310	30916
1655	148422	30831
1656	148497	30739
1657	148625	30657
1658	148707	30566
1659	148816	30480
1660	148959	30401
1661	149082	30318
1662	149214	30237
