iter	RMSE
592	0.1127871278
593	0.112704929
594	0.1126453438
595	0.112560979
596	0.1124836113
597	0.1123827841
598	0.1123299216
599	0.1122608876
600	0.1121945594
601	0.1121234971
602	0.1120526647
603	0.1119642383
604	0.1118884453
605	0.1118331317
606	0.1117646378
607	0.1116962318
608	0.1115828072
609	0.1115142605
610	0.1113975821
611	0.1113464159
612	0.1113166427
613	0.1112693073
614	0.1112033901
615	0.1111840487
616	0.1111357336
617	0.1110312462
618	0.1109721503
619	0.1108823599
620	0.11082349
621	0.1107490758
622	0.1106554594
623	0.1105501875
624	0.1104895571
625	0.1104273679
626	0.1103605909
627	0.1102998847
628	0.1102229738
629	0.1101473727
630	0.1100789559
631	0.1100119306
632	0.1099289462
633	0.109873671
634	0.1098117927
635	0.1096979544
636	0.1096239744
637	0.109583197
638	0.1095165976
639	0.1094278795
640	0.1093764462
641	0.1093155984
642	0.1091946994
643	0.1091055926
644	0.1090444875
645	0.1090105507
646	0.1089373873
647	0.1088974161
648	0.1088319285
649	0.108739717
650	0.1087170592
651	0.1086468227
652	0.1085890856
653	0.1084665761
654	0.1083970518
655	0.1083713373
656	0.1083311677
657	0.1082489313
658	0.1081886057
659	0.1081414203
660	0.1080810111
661	0.108011058
662	0.1079515505
663	0.1079002226
664	0.1078360968
665	0.1077672971
666	0.1077058626
667	0.1076837264
668	0.1075976002
669	0.1075663566
670	0.1074907407
671	0.1074235518
672	0.1073809549
673	0.1072648223
674	0.10721349
675	0.1071655529
676	0.1071155435
677	0.1070548613
678	0.1070115399
679	0.106960763
680	0.1068789008
681	0.106788761
682	0.1067350347
683	0.1067003311
684	0.1066690113
685	0.1066005623
686	0.1065086241
687	0.1064588503
688	0.1063901068
689	0.1063478221
690	0.1063048164
691	0.1062382318
692	0.1061672016
693	0.1061225785
694	0.1060830599
695	0.1060310066
696	0.1059455166
697	0.1058845813
698	0.1058176618
699	0.1057645836
700	0.1057114403
701	0.10565541
702	0.1055604708
703	0.1055001038
704	0.1054379223
705	0.1054226207
706	0.1053635346
707	0.1053259549
708	0.1052605517
709	0.1052036899
710	0.1051163046
711	0.1050542979
712	0.104988054
713	0.1049358413
714	0.1048847527
715	0.1048246383
716	0.1047459399
717	0.1046916855
718	0.1046054903
719	0.1045582786
720	0.1044752263
721	0.1044093322
722	0.104358452
723	0.1043261824
724	0.1042377803
725	0.1041583955
726	0.1041100425
727	0.1040722406
728	0.1040314352
729	0.103976775
730	0.1039225912
731	0.1038551305
732	0.1038073178
733	0.1037452445
734	0.1036819019
735	0.1036334504
736	0.1035714257
737	0.1034940802
738	0.1034524588
739	0.1033912236
740	0.103324605
741	0.103264234
742	0.1031797367
743	0.1031229372
744	0.1030416252
745	0.1029785089
746	0.1029005346
747	0.102853908
748	0.1027906326
749	0.1027398468
750	0.1026847552
751	0.1026259441
752	0.1025724224
753	0.1024884975
754	0.1024112999
755	0.1023441749
756	0.1022731712
757	0.1022237098
758	0.1021781396
759	0.1021082965
760	0.1020570588
761	0.1019908294
762	0.1019458392
763	0.1018855756
764	0.1018006006
765	0.1017238646
766	0.1016585437
767	0.1015960923
768	0.1015311861
769	0.1014957324
770	0.1014155192
771	0.1013664794
772	0.1013006894
773	0.1012507276
774	0.1011626307
775	0.1010999129
776	0.1010392239
777	0.100985647
778	0.1009292517
779	0.1008531097
780	0.1008012895
781	0.1007679071
782	0.1006820306
783	0.1006370497
784	0.10060382
785	0.1005469528
786	0.1004617104
787	0.1003984474
788	0.1003009471
789	0.1002446977
790	0.1001675494
791	0.100103291
792	0.1000518743
793	0.09997119367
794	0.09988576864
795	0.09982604877
796	0.099790799
797	0.0997388811
798	0.09964742754
799	0.0995467414
800	0.099498764
801	0.09944421101
802	0.09940000434
803	0.09931680704
804	0.09928488096
805	0.09921656889
806	0.09913805865
807	0.0991032204
808	0.09904824826
809	0.09898909709
810	0.09891453872
811	0.0988709528
812	0.09881609072
813	0.09876622246
814	0.09871470297
815	0.09863947409
816	0.09861900641
817	0.09855246116
818	0.09848344834
819	0.0984405293
820	0.09839549172
821	0.09834739543
822	0.09828401805
823	0.09821000389
824	0.09814112154
825	0.09810119264
826	0.09806802759
827	0.09799887649
828	0.09793040472
829	0.09786625588
830	0.09779684006
831	0.09772494126
832	0.09765946297
833	0.09760696965
834	0.09753922491
835	0.09747850671
836	0.09741102702
837	0.09736048083
838	0.09727342068
839	0.09721447024
840	0.09715906009
841	0.09710295792
842	0.09705658144
843	0.09698449924
844	0.09691937442
845	0.09686093874
846	0.09679347069
847	0.09673041282
848	0.09665375945
849	0.09659680597
850	0.09653166051
851	0.09644869643
852	0.09639302682
853	0.09632212942
854	0.09625283331
855	0.09619828862
856	0.09612742252
857	0.09607676493
858	0.09604383429
859	0.09597386439
860	0.09589409219
861	0.0958101375
862	0.09572621444
863	0.09563907104
864	0.09556543488
865	0.09549875172
866	0.0954271018
867	0.09533722302
868	0.09526245442
869	0.09515718947
870	0.09508857499
871	0.09503289459
872	0.09498551724
873	0.09490978192
874	0.0948411667
875	0.09477553382
876	0.09470998961
877	0.0946666098
878	0.09461701504
879	0.0945688449
880	0.09452987967
881	0.09446312715
882	0.09440136927
883	0.09434090661
884	0.09430632197
885	0.09424233244
886	0.09416564572
887	0.09411853564
888	0.09403706951
889	0.09396009282
890	0.0938953464
891	0.09383188973
892	0.09377681222
893	0.09370471673
894	0.09364394689
895	0.09358306427
896	0.09349388709
897	0.0934215606
898	0.09337863187
899	0.09330313479
900	0.09325242424
901	0.09319547349
902	0.09310957258
903	0.09304022292
904	0.09296867392
905	0.09288564025
906	0.09280557809
907	0.09275233827
908	0.09269760614
909	0.09264334865
910	0.09259575436
911	0.09252068242
912	0.09245948951
913	0.09239965116
914	0.0923255114
915	0.09226536462
916	0.0921961425
917	0.09212551641
918	0.09207600823
919	0.09201225135
920	0.09196242093
921	0.09187316144
922	0.09181112533
923	0.09175208816
924	0.09171465166
925	0.09164272892
926	0.09157664179
927	0.09150522047
928	0.09145971106
929	0.09141512023
930	0.09134787097
931	0.09129658704
932	0.09124836279
933	0.09121393578
934	0.09114223456
935	0.09109554224
936	0.09101918469
937	0.09094355645
938	0.09083954377
939	0.09077419497
940	0.09071334587
941	0.09067781185
942	0.09062313116
943	0.09056287009
944	0.09051793181
945	0.09047620005
946	0.09041038585
947	0.09035311351
948	0.09029959703
949	0.09023779751
950	0.09018954722
951	0.09012807028
952	0.0900504397
953	0.08999024669
954	0.08993328425
955	0.08986556764
956	0.08981046565
957	0.08974001266
958	0.08967590469
959	0.08962393396
960	0.08955337135
961	0.08949504756
962	0.08944910292
963	0.08937446885
964	0.08930400964
965	0.08923256058
966	0.08918454509
967	0.08913569526
968	0.08907761026
969	0.08901673303
970	0.08895189414
971	0.0889160398
972	0.0888399774
973	0.08876940096
974	0.08869768794
975	0.0886384425
976	0.08857752979
977	0.08850609168
978	0.08843326315
979	0.08836272482
980	0.08830680121
981	0.08827042919
982	0.08820299167
983	0.08814600469
984	0.08808317511
985	0.08800951559
986	0.08793182473
987	0.08785455872
988	0.08779869782
989	0.08774086408
990	0.08769651231
991	0.08766864631
992	0.08760153827
993	0.08751459433
994	0.08744210238
995	0.08737723872
996	0.0872976286
997	0.08723729772
998	0.0871731291
999	0.08710024368
1000	0.08703886242
1001	0.08700781751
1002	0.08695261681
1003	0.08689411668
1004	0.08682793347
1005	0.08676919201
1006	0.08669480831
1007	0.08665599063
1008	0.08658068786
1009	0.08649324298
1010	0.08644339361
1011	0.08636588517
1012	0.08629757353
1013	0.0862408622
1014	0.08618670037
1015	0.08612991027
1016	0.08605683666
1017	0.08598308965
1018	0.08594522325
1019	0.08588244312
1020	0.08581446021
1021	0.08575719088
1022	0.08569227749
1023	0.08562673373
1024	0.08555754398
1025	0.08547339761
1026	0.0854216683
1027	0.08535615882
1028	0.08528678254
1029	0.0852198999
1030	0.08514909164
1031	0.08507996306
1032	0.08503867687
1033	0.08499826362
1034	0.08494024889
1035	0.08489570827
1036	0.08484958622
1037	0.08478341546
1038	0.08472218247
1039	0.08465037748
1040	0.08459101619
1041	0.08452641399
1042	0.08445842314
1043	0.08439272196
1044	0.08434768404
1045	0.0842984195
1046	0.08422938866
1047	0.08415881049
1048	0.08408946902
1049	0.08404017173
1050	0.0839781513
1051	0.08391237061
1052	0.0838287576
1053	0.08376318863
1054	0.0837097646
1055	0.08363885927
1056	0.08356097793
1057	0.0835089989
1058	0.08343873649
1059	0.08337529355
1060	0.08331281128
1061	0.08325466037
1062	0.08320528661
1063	0.08315323354
1064	0.0830750734
1065	0.08302274565
1066	0.0829631757
1067	0.08289360467
1068	0.08282273768
1069	0.08274546265
1070	0.08268251763
1071	0.08261893011
1072	0.08254419918
1073	0.08247280846
1074	0.08240217565
1075	0.082339716
1076	0.08229123386
1077	0.08222029946
1078	0.08214460759
1079	0.08206323525
1080	0.0820001878
1081	0.08193151344
1082	0.08186887846
1083	0.08183621359
1084	0.08177959588
1085	0.08173000099
1086	0.08166931519
1087	0.08161590173
1088	0.08155422003
1089	0.08147154003
1090	0.08141889158
1091	0.08135112029
1092	0.0812862079
1093	0.08122819634
1094	0.08116932789
1095	0.08111203497
1096	0.081042037
1097	0.08097757225
1098	0.08092714878
1099	0.08087805104
1100	0.080812247
1101	0.08074490705
1102	0.08069299838
1103	0.08063625578
1104	0.0805841186
1105	0.0805181563
1106	0.08046494035
1107	0.08038951867
1108	0.08033996885
1109	0.08026040583
1110	0.08021503765
1111	0.08016621209
1112	0.08011977789
1113	0.08006466484
1114	0.08000299239
1115	0.07993191033
1116	0.07987957655
1117	0.07982029048
1118	0.07974651704
1119	0.07967920609
1120	0.0796122627
1121	0.07955563263
1122	0.0795045746
1123	0.07945725812
1124	0.07939123182
1125	0.07932726103
1126	0.07928470909
1127	0.07921470394
1128	0.07916126229
1129	0.07910645974
1130	0.07903491591
1131	0.07898623842
1132	0.07892686435
1133	0.07885571632
1134	0.07880246079
1135	0.07875128421
1136	0.07870325546
1137	0.07864595485
1138	0.07855974767
1139	0.0784904343
1140	0.0784310955
1141	0.07837299607
1142	0.07833005157
1143	0.07827898266
1144	0.07822136553
1145	0.07815498985
1146	0.07809478588
1147	0.07804150978
1148	0.07798988244
1149	0.07792714743
1150	0.07787904891
1151	0.07782294663
1152	0.07777187517
1153	0.07771310029
1154	0.07766791263
1155	0.07762309196
1156	0.07755445065
1157	0.07750415116
1158	0.07745774797
1159	0.07741416536
1160	0.07736934755
1161	0.07731391013
1162	0.0772574949
1163	0.07718581504
1164	0.07712326351
1165	0.0770630584
1166	0.0770152962
1167	0.07694484
1168	0.0768836678
1169	0.07683597629
1170	0.07678574555
1171	0.07674854457
1172	0.07670067188
1173	0.07663389613
1174	0.0765669579
1175	0.07651947376
1176	0.07647372424
1177	0.07643551982
1178	0.07639412792
1179	0.07635031688
1180	0.07629446449
1181	0.07625271173
1182	0.07620496291
1183	0.07616872817
1184	0.07612900534
1185	0.07608851281
1186	0.07602558339
1187	0.0759758127
1188	0.07591377761
1189	0.0758637859
1190	0.07581848109
1191	0.07577722339
1192	0.07572324846
1193	0.07568972056
1194	0.07562194351
1195	0.0755697155
1196	0.07551669746
1197	0.07546057148
1198	0.07541244115
1199	0.07537013167
1200	0.07531160809
1201	0.07526833578
1202	0.07522334966
1203	0.07519489537
1204	0.07515434247
1205	0.07510336425
1206	0.07506105452
1207	0.07501577525
1208	0.07496831352
1209	0.07492500742
1210	0.0748829753
1211	0.0748461456
1212	0.07479187895
1213	0.07473603069
1214	0.07469362181
1215	0.07463851603
1216	0.07456419918
1217	0.07451444535
1218	0.07446674507
1219	0.07442016405
1220	0.07437001047
1221	0.07431747773
1222	0.07426345938
1223	0.07420644867
1224	0.07416476216
1225	0.07411641788
1226	0.07407513428
1227	0.07403017439
1228	0.07399240309
1229	0.07393475423
1230	0.07389493767
1231	0.07383520467
1232	0.07378916334
1233	0.07373909589
1234	0.07369772651
1235	0.07366023607
1236	0.07360619575
1237	0.07354088932
1238	0.07350382888
1239	0.07345129032
1240	0.07339793109
1241	0.07334155212
1242	0.07329315478
1243	0.07325053407
1244	0.07320614875
1245	0.07315475389
1246	0.07310199428
1247	0.07305315234
1248	0.07300861045
1249	0.07296885329
1250	0.07291439318
1251	0.07287628989
1252	0.07282240913
1253	0.07278246079
1254	0.07274368075
1255	0.07270312376
1256	0.07264472419
1257	0.07259819791
1258	0.07257008996
1259	0.07252456824
1260	0.0724831968
1261	0.07242050269
1262	0.07235522137
1263	0.07229884278
1264	0.07225605884
1265	0.07220830479
1266	0.07216925703
1267	0.07211965749
1268	0.07207978775
1269	0.07205614213
1270	0.07200319401
1271	0.07195949398
1272	0.07189150731
1273	0.07186915833
1274	0.07180562137
1275	0.07176412746
1276	0.07172734104
1277	0.07166431052
1278	0.07162597107
1279	0.07157064127
1280	0.07151442618
1281	0.07146494476
1282	0.07142660572
1283	0.07136151704
1284	0.07132625542
1285	0.07128879996
1286	0.07125283302
1287	0.07118418143
1288	0.07115518579
1289	0.07111540239
1290	0.07106941123
1291	0.07102763181
1292	0.07097784806
1293	0.0709403859
1294	0.0708958879
1295	0.07083799651
1296	0.07079885777
1297	0.07077002282
1298	0.07072577353
1299	0.07068773712
1300	0.07065297072
1301	0.07061659775
1302	0.07057446142
1303	0.07053202705
1304	0.07049177151
1305	0.07044394705
1306	0.07040375065
1307	0.07034517057
1308	0.07029888492
1309	0.07025838109
1310	0.07020649555
1311	0.07018790113
1312	0.07013786369
1313	0.0701003195
1314	0.07006250493
1315	0.07003039716
1316	0.06998075952
1317	0.06993343241
1318	0.06989077703
1319	0.06985000098
1320	0.06980759541
1321	0.06978467215
1322	0.06974891868
1323	0.06970817329
1324	0.06965797545
1325	0.06961404881
1326	0.06955030529
1327	0.06952064513
1328	0.06948406691
1329	0.06943647525
1330	0.06939485966
1331	0.0693609037
1332	0.06932989123
1333	0.06928572294
1334	0.06923492677
1335	0.06919402585
1336	0.06916377867
1337	0.06911618489
1338	0.06906470581
1339	0.06902369537
1340	0.06899341017
1341	0.06896898367
1342	0.06893019085
1343	0.06888553317
1344	0.06884727184
1345	0.06881335701
1346	0.06877538041
1347	0.06872623239
1348	0.06866956816
1349	0.06861957308
1350	0.0685774059
1351	0.06853119385
1352	0.06848571938
1353	0.06845162383
1354	0.06841308306
1355	0.06837027724
1356	0.06833500541
1357	0.06829467262
1358	0.06826677471
1359	0.06820036347
1360	0.06815888327
1361	0.06811354989
1362	0.06806893178
1363	0.06802306798
1364	0.06798258562
1365	0.06791324351
1366	0.06787384372
1367	0.06783988089
1368	0.06780693266
1369	0.0677760134
765931155
1367	0.06763952609
1368	0.06759677956
1369	0.06755331831
1370	0.06751451343
1371	0.06748437311
1372	0.06746117194
1373	0.06743395344
1374	0.06739063976
1375	0.06735240835
1376	0.06731512693
1377	0.06727899842
1378	0.06723388409
1379	0.06720961944
1380	0.06718425894
1381	0.06716861229
1382	0.06711671403
1383	0.0670662635
1384	0.067002595
1385	0.0669489507
1386	0.06691945353
1387	0.06686662245
1388	0.06682892307
1389	0.06681644918
1362
1278	0.0001354738967
1279	0.0001348584269
1280	0.0001339575191
1281	0.0001334382047
1282	0.0001325365788
1283	0.0001319842709
1284	0.0001314405524
1285	0.0001310727779
1286	0.0001305968041
1287	0.0001301443792
1288	0.0001294717283
1289	0.0001286125736
1290	0.000128459074
1291	0.0001274350849
1292	0.0001271696678
1293	0.0001262218256
1294	0.000125425574
1295	0.0001249696877
1296	0.0001243603214
1297	0.0001237522384
1298	0.0001231763492
1299	0.0001227891987
1300	0.0001216568471
1301	0.0001213617893
1302	0.0001207701461
1303	0.0001202026153
1304	0.0001197019674
1305	0.00011948901
1306	0.0001188369899
1307	0.0001184162266
1308	0.0001175067395
1309	0.0001171168106
1310	0.0001167047269
1311	0.0001163770782
1312	0.0001158506822
1313	0.0001153675527
1314	0.0001145041277
1315	0.0001138783972
1316	0.0001132976987
1317	0.0001126728366
1318	0.0001122652364
1319	0.0001120798696
1320	0.0001110899449
1321	0.0001107900451
1322	0.0001102874114
1323	0.0001098163543
1324	0.0001091603408
1325	0.0001088703221
1326	0.0001083715782
1327	0.0001074348281
1328	0.000106572296
1329	0.0001062650521
1330	0.0001056427757
1331	0.0001053694157
1332	0.0001050926017
1333	0.0001046587301
1334	0.0001045147833
1335	0.0001042370548
1336	0.0001037475702
1337	0.0001035188048
1338	0.0001032913868
1339	0.0001025581949

1339	6.513082545e-05
1340	6.460651838e-05
1341	6.430387256e-05
1342	6.394159562e-05
1343	6.358844048e-0511344	6.337672107e-0511345	6.308020295e-051345	7.370297736e-05
1346	7.356463748e-05
1347	7.30656474e-05
1348	7.278742375e-05
1349	7.23574227e-05
1350	7.204404915e-05
1351	7.152800488e-05
1352	7.126872756e-05

1354	6.063967221e-05
1355	6.027549284e-05
0	0.06269256934
1481	0.06266193081
1482	0.06261668604
1483	0.06258129124
1484	0.06254374867
1485	0.06250402727
1486	0.06245411076
1487	0.06244462253
1488	0.06241085635
1489	0.06236250774
1490	0.06232879612
1491	0.06228475318
1492	0.06224150244
1493	0.06220279465
1494	0.06216580934
1495	0.06213322303
1496	0.06211266088
1497	0.06208853838
1498	0.0620619264
1499	0.06201307384
1500	0.06197661792
1501	0.06193902182
1502	0.06188825826
1503	0.0618463809
1504	0.06182010754
1505	0.06177383217
1506	0.06173957136
1507	0.06171396641
1508	0.06168370794
1509	0.06164109016
1510	0.06160658215
1511	0.06156669853
1512	0.06153604781
1513	0.06147911987
1514	0.06145169763
1515	0.06139638657
1516	0.06136212971
1517	0.06134423451
1518	0.06130301248
1519	0.06126655827
1520	0.06121615489
1521	0.0611748287
1522	0.06113305081
1523	0.06109720846
1524	0.06104910985
1525	0.06102373517
1526	0.06099214826
1527	0.06095024204
1528	0.06091117446
1529	0.06086399394
1530	0.06082406177
1531	0.06078995809
1532	0.0607567438
1533	0.06070376405
1534	0.06068011331
1535	0.06064974147
